title,author,publisher,isbn,edition,category,language,publication_date,audience,page_count,is_series,series,format,price,description,image
Integrating D3.js with React,Elad Elrom,Apress,978-1-4842-7052-3,هندسة,الكتروني,انكليزي,2021,مبرمجين,365,لا,1,1,12.99,"Integrate D3.js into a React TypeScript project and create a chart component working in harmony with React.  This book will show you how utilize D3 with React to bring life to your charts.
Seasoned author Elad Elrom will show you how to create simple charts such as line, bar, donut, scatter, histogram and others, and advanced charts such as a world map and force charts.  You'll also learn to share the data across your components and charts using React Recoil state management. Then integrate third-party chart libraries that are built on D3 such as Rechart, Visx, Nivo, React-vi, and Victory and in the end deploy your chart as a server or serverless app on popular platforms.

React and D3 are two of the most popular frameworks in their respective areas – learn to bring them together and take your storytelling to the next level.",https://drive.google.com/open?id=1dMuRcEYd51dGiwH10tjh3Uwel9IgaoqE
Microsoft Blazor,Peter Himschoot,Apress,978-1-4842-7845-1,هندسة,الكتروني,انكليزي,2021,مبرمجين,647,نعم,3,1,12.99,"Build web applications in C# and Microsoft .NET 6 that run in any modern browser and become a full-stack web developer!. Do all these things using the Microsoft Blazor framework and the techniques shown in this book. New in this edition is coverage of the new and improved Razor syntax, communication with the server using SignalR and/or gRPC, the use of virtualization to load large quantities of data efficiently, deployment and ahead-of-time compilation into WASM, new unit testing features, security using OpenID Connect, and more. 

Reading this book helps you learn to build user interfaces and present data to a user for display and modification, capturing the user’s changes via data binding. The book shows how to access a rich library of .NET functionality such as a component model for building a composable user interface, including how to develop reusable components that can be used across many pages and websites. Also covered is data exchange with a server using REST, SignalR, and gRPC, giving you access to microservices and database services. 

Blazor provides a fresh take on web development by eliminating the need for you to learn different languages and frameworks for client- and server-side development. Blazor allows C# and .NET to be used on all sides—both server-side and client-side—providing a robust feature set that is well suited toward scalable, enterprise-level applications. With Blazor you can use all your experience in .NET 6 along with thousands existing libraries, right in the browser. This book gets you proficient using this important toolkit for web application development.",https://drive.google.com/open?id=1kBpvY3beUwFgmXZf553C4ivgsP6YFwhB
"Introduction to Community and Public Health, 2nd Edition",MANOJ SHARMA,Willey,978-1-119-63374-7,صحة,الكتروني,انكليزي,2021,عامة الناس,464,لا,1,2,90.87,"Learn the basics of the five core areas of community and public health Introduction to Community and Public Health, 2nd Edition covers the basics in each area of community and public health as identified by the Association of Schools of Public Health. With a student-friendly approach, the authors discuss epidemiology, biostatistics, social and behavioral sciences, environmental health, and healthy policy and management. The book is written to serve both graduate and undergraduate public health students, as well as to help prepare for the Certified in Public Health (CPH) exam, Certified Health Education Specialist (CHES) exam and Master certified in Health Education Specialist (MCHES) exam, the book covers each of these five core disciplines, plus other important topics.",https://drive.google.com/open?id=1WtKnHPeBr9yR5liKwaDdANDHhibqMUh1
Practical Machine Learning in JavaScript,Charlie Gerard,Apress,978-1-4842-6418-8,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,323,لا,1,1,12.99,"Build machine learning web applications without having to learn a new language. This book will help you develop basic knowledge of machine learning concepts and applications. 

You’ll learn not only theory, but also dive into code samples and example projects with TensorFlow.js. Using these skills and your knowledge as a web developer, you’ll add a whole new field of development to your tool set. This will give you a more concrete understanding of the possibilities offered by machine learning. Discover how ML will impact the future of not just programming in general, but web development specifically. 

Machine learning is currently one of the most exciting technology fields with the potential to impact industries from health to home automation to retail, and even art. Google has now introduced TensorFlow.js—an iteration of TensorFlow aimed directly at web developers. Practical Machine Learning in JavaScript will help you stay relevant in the tech industry with new tools, trends, and best practices.",https://drive.google.com/open?id=1-IqgWGunXD2lkHaSMGGojIYXrbg32wZz
Advanced Forecasting with Python,Joos Korstanje,Apress,978-1-4842-7150-6,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,296,لا,1,1,12.99,"Cover all the machine learning techniques relevant for forecasting problems, ranging from univariate and multivariate time series to supervised learning, to state-of-the-art deep forecasting models such as LSTMs, recurrent neural networks, Facebook’s open-source Prophet model, and Amazon’s DeepAR model.

Rather than focus on a specific set of models, this book presents an exhaustive overview of all the techniques relevant to practitioners of forecasting. It begins by explaining the different categories of models that are relevant for forecasting in a high-level language. Next, it covers univariate and multivariate time series models followed by advanced machine learning and deep learning models. It concludes with reflections on model selection such as benchmark scores vs. understandability of models vs. compute time, and automated retraining and updating of models.

Each of the models presented in this book is covered in depth, with an intuitive simple explanation of the model, a mathematical transcription of the idea, and Python code that applies the model to an example data set.

Reading this book will add a competitive edge to your current forecasting skillset. The book is also adapted to those who have recently started working on forecasting tasks and are looking for an exhaustive book that allows them to start with traditional models and gradually move into more and more advanced models. ",https://drive.google.com/open?id=1k7ISXcYH5hU9kuCtX4zl8RdfWHdFg0vV
Introductory Programming with Simple Games: Using Java and the Freely Available Networked Game Engine,Brian C. Ladd and Christopher James Jenkins,Willey,978-0-470-57413-3,تكنولوجيا,الكتروني,انكليزي,2012,مبرمجين,528,لا,1,1,43.46,This is an excellent resource for programmers who need to learn Java but aren’t interested in just reading about concepts. Introduction to Java Programming with Games follows a spiral approach to introduce concepts and enable them to write game programs as soon as they start. It includes code examples and problems that are easy to understand and motivates them to work through to find the solutions. This game-motivated presentation will help programmers quickly apply what they’ve learned in order to build their skills.  ,https://drive.google.com/open?id=1z1kMHHCqd7VsUkmvVKP1ieGT7ZSSxrV2
Integer Programming,LAURENCE A. WOLSEY ,Willey,978-1-119-60655-0,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,336,لا,1,2,107,"A PRACTICAL GUIDE TO OPTIMIZATION PROBLEMS WITH DISCRETE OR INTEGER VARIABLES, REVISED AND UPDATED

The revised second edition of Integer Programming explains in clear and simple terms how to construct custom-made algorithms or use existing commercial software to obtain optimal or near-optimal solutions for a variety of real-world problems. The second edition also includes information on the remarkable progress in the development of mixed integer programming solvers in the 22 years since the first edition of the book appeared. The updated text includes information on the most recent developments in the field such as the much improved preprocessing/presolving and the many new ideas for primal heuristics included in the solvers. The result has been a speed-up of several orders of magnitude. The other major change reflected in the text is the widespread use of decomposition algorithms, in particular column generation (branch-(cut)-and-price) and Benders’ decomposition.",https://drive.google.com/open?id=1FdBdL0vXhUQEqTlN24SXT1ox6fBSI9et
"Introduction to Management in the Hospitality Industry,",CLAYTON W. BARROWS,Willey,978-1-118-13582-2,فن,الكتروني,انكليزي,2022,عامة الناس,752,لا,1,10,44.8,"Readers seeking management careers in hospitality will enter a dynamic industry filled with opportunities. The rewards are many, but so are the challenges. Today’s hospitality managers must deal with such complex factors as globalization, terrorism threats, ecotourism, internet commerce, new business and financial models, and rapidly changing consumer demands. Introduction to Management in the Hospitality Industry, Tenth Edition gives readers the industry know-how and the management skills needed to thrive in all aspects of the field, from food service to lodging to tourism. The Tenth Edition of Introduction to Management in the Hospitality Industry features both historical perspectives and discussions of new trends in a variety of sectors. This book has the most thorough coverage of the hospitality industry, covering foodservice, lodging, and travel and tourism, hospitality careers, and hospitality management. Readers will have a strong grasp of the many facets of the hospitality industry once they have utilized this textbook.",https://drive.google.com/open?id=1S5mH6VnQlhdCA052_uwTHNyleDJElzcE
How Baking Works: Exploring the Fundamentals of Baking Science,Paula Figoni,Willey,978-0-470-39813-5,فن,الكتروني,انكليزي,2010,عامة الناس,528,لا,1,3,37.33,"An up-to-date, comprehensive guide to understanding and applying food science to the bakeshop.

The essence of baking is chemistry, and anyone who wants to be a master pastry chef must understand the principles and science that make baking work. This book explains the whys and hows of every chemical reaction, essential ingredient, and technique, revealing the complex mysteries of bread loaves, pastries, and everything in between. Among other additions, How Baking Works, Third Edition includes an all-new chapter on baking for health and wellness, with detailed information on using whole grains, allergy-free baking, and reducing salt, sugar, and fat in a variety of baked goods",https://drive.google.com/open?id=1ZVq5s7MF5v9x3mt0sKGAyi49Iqa1ruAu
Leading in a Culture of Change,MICHAEL FULLAN,Willey,978-1-119-59582-3,تربية,الكتروني,انكليزي,2019,عامة الناس,192,لا,1,2,22.39,"The new edition of the best-selling guide for powerful, morally-grounded change leadership in any organization. 

Change is an inevitable, essential part of the modern world. Change prevents stagnation, fosters creative solutions, and propels innovation. With change comes challenges: to survive and prosper, organizations need to adapt to shifting market dynamics, volatility in the public arena, disruptions brought on by new technologies, and many more. Leaders need to understand the dynamics of change to cope with the complexities of the change process. Leading in a Culture of Change describes the key dimensions of leadership that are crucial in times of change. This innovative guide helps readers master the five components of change leadership—moral purpose, understanding change, building relationships, creating and sharing knowledge, and creating coherence—and mobilize others to accomplish shared goals in often difficult conditions.",https://drive.google.com/open?id=1EDbEYK2VNx04pVEZs6ho6YNxyxzM2SEL
"Lead Fearlessly, Love Hard: Finding Your Purpose and Putting It to Work",LINDA CLIATT-WAYMAN,Willey,978-1-119-28881-7,تربية,الكتروني,انكليزي,2017,عامة الناس,208,لا,1,1,21.15,"How leadership with love can make lasting changes, even in the toughest situations
Lead Fearlessly, Love Hard offers real, actionable advice for those seeking to change the education system from within. While countless books, articles, and speeches decry the challenges disadvantaged students in low-performing schools face, no one has offered a clear path forward through these challenges—until now.",https://drive.google.com/open?id=1dxrSUb8L8TrY1ocNhi77_IjRBBcgQdh5
Pro ASP.NET Core 6,Adam Freeman,Apress,978-1-4842-7957-1,هندسة,الكتروني,انكليزي,2022,مبرمجين,455,نعم,6,1,12,"Develop Cloud-Ready Web Applications Using MVC, Blazor, and Razor Pages",https://drive.google.com/open?id=1uHsIBauT4dDxGL-wXMLuHpvIDdzZOGRL
anacarnina,Russian Leo Tolstoy,دار المعرفة,9953851719,تربية,الكتروني,عربي,2004,عامة الناس,240,لا,1,1,5,NO,https://drive.google.com/open?id=1u3H3s_Tk-XU9YCb3cv1SWSsqrAAp-Bnx
Chief Sustainability Officers At Work,Chrissa Pagitsas,Apress,978-1-4842-7866-6,ادارة,الكتروني,انكليزي,2022,اقتصاديين,336,لا,1,1,23,How CSOs Build Successful Sustainability and ESG Strategies,https://drive.google.com/open?id=1W7k5bNV2B9K428Qn9WoXd2PwcMnX0197
"Understand, Manage, and Measure Cyber Risk",Ryan Leirvik,Apress,978-1-4842-7820-8,هندسة,الكتروني,انكليزي,2021,مبرمجين,211,لا,1,1,37,Practical Solutions for Creating a Sustainable Cyber Program,https://drive.google.com/open?id=1pdjV37kJ89q4EfxGj6yxl7sPqWFRu7FT
Pro Go,Adam Freeman,Apress,978-1-4842-7354-8,هندسة,الكتروني,انكليزي,2022,مبرمجين,1076,لا,1,1,50,The Complete Guide to Programming Reliable and Efficient Software Using Golang,https://drive.google.com/open?id=18SuEPP0nceTwzgKdNNu3awVZUjwofMLI
Zero Trust Security,"Jason Garbis , Jerry W. Chapman",Apress,978-1-4842-6702-8,تكنولوجيا,ورقي,انكليزي,2021,مبرمجين,300,لا,1,1,13,"Understand how Zero Trust security can and should integrate into your organization. This book covers the complexity of enterprise environments and provides the realistic guidance and requirements your security team needs to successfully plan and execute a journey to Zero Trust while getting more value from your existing enterprise security architecture. After reading this book, you will be ready to design a credible and defensible Zero Trust security architecture for your organization and implement a step-wise journey that delivers significantly improved security and streamlined operations.

Zero Trust security has become a major industry trend, and yet there still is uncertainty about what it means. Zero Trust is about fundamentally changing the underlying philosophy and approach to enterprise security—moving from outdated and demonstrably ineffective perimeter-centric approaches to a dynamic, identity-centric, and policy-based approach.
Making this type of shift can be challenging. Your organization has already deployed and operationalized enterprise security assets such as Directories, IAM systems, IDS/IPS, and SIEM, and changing things can be difficult. Zero Trust Security uniquely covers the breadth of enterprise security and IT architectures, providing substantive architectural guidance and technical analysis with the goal of accelerating your organization‘s journey to Zero Trust.",https://drive.google.com/open?id=16EMHC7VnkJ0J06YA8evbvsUhZwRdmZlg
Big Breaches,"Neil Daswani , Moudy Elbayadi",Apress,978-1-4842-6654-0,تكنولوجيا,ورقي,انكليزي,2021,مبرمجين,407,لا,1,1,28,"The cybersecurity industry has seen an investment of over $45 billion in the past 15 years. Hundreds of thousands of jobs in the field remain unfilled amid breach after breach, and the problem has come to a head. It is time for everyone—not just techies—to become informed and empowered on the subject of cybersecurity.

In engaging and exciting fashion, Big Breaches covers some of the largest security breaches and the technical topics behind them such as phishing, malware, third-party compromise, software vulnerabilities, unencrypted data, and more. Cybersecurity affects daily life for all of us, and the area has never been more accessible than with this book.

You will obtain a confident grasp on industry insider knowledge such as effective prevention and detection countermeasures, the meta-level causes of breaches, the seven crucial habits for optimal security in your organization, and much more. These valuable lessons are applied to real-world cases, helping you deduce just how high-profile mega-breaches at Target, JPMorgan Chase, Equifax, Marriott, and more were able to occur.
Whether you are seeking to implement a stronger foundation of cybersecurity within your organization or you are an individual who wants to learn the basics, Big Breaches ensures that everybody comes away with essential knowledge to move forward successfully. Arm yourself with this book’s expert insights and be prepared for the future of cybersecurity.",https://drive.google.com/open?id=1kONdoWKNcD_3Q_i1SjdrOpM105jivk7v
Open Source Intelligence Methods and Tools,"Nihad A. Hassan , Rami Hijazi",Apress,978-1-4842-3212-5,تكنولوجيا,ورقي,انكليزي,2018,مبرمجين,354,لا,1,1,45,"Apply Open Source Intelligence (OSINT) techniques, methods, and tools to acquire information from publicly available online sources to support your intelligence analysis. Use the harvested data in different scenarios such as financial, crime, and terrorism investigations as well as performing business competition analysis and acquiring intelligence about individuals and other entities. This book will also improve your skills to acquire information online from both the regular Internet as well as the hidden web through its two sub-layers: the deep web and the dark web.

The author includes many OSINT resources that can be used by intelligence agencies as well as by enterprises to monitor trends on a global level, identify risks, and gather competitor intelligence so more effective decisions can be made. You will discover techniques, methods, and tools that are equally used by hackers and penetration testers to gather intelligence about a specific target online. And you will be aware of how OSINT resources can be used in conducting social engineering attacks. 

Open Source Intelligence Methods and Tools takes a practical approach and lists hundreds of OSINT resources that can be used to gather intelligence from online public sources. The book also covers how to anonymize your digital identity online so you can conduct your searching activities without revealing your identity.",https://drive.google.com/open?id=1LH0zN3D_2p-n0WtkK-CEIxyDLNQGlj2g
Solving Identity Management in Modern Applications,"Yvonne Wilson , Abhishek Hingnikar",Apress,978-1-4842-5095-2,تكنولوجيا,الكتروني,انكليزي,2019,مبرمجين,311,لا,1,1,13,"Know how to design and use identity management to protect your application and the data it manages.

At a time when security breaches result in increasingly onerous penalties, it is paramount that application developers and owners understand identity management and the value it provides when building applications. This book takes you from account provisioning to authentication to authorization, and covers troubleshooting and common problems to avoid. The authors include predictions about why this will be even more important in the future. Application best practices with coding samples are provided.

Solving Identity and Access Management in Modern Applications gives you what you need to design identity and access management for your applications and to describe it to stakeholders with confidence. You will be able to explain account creation, session and access management, account termination, and more.",https://drive.google.com/open?id=150QmqfiL8V0UpCCA0WDESrJPu5Sg2GO8
Practical Svelte,Alex Libby,Apress,978-1-4842-7373-9,تكنولوجيا,ورقي,انكليزي,2022,مبرمجين,317,لا,1,1,55,"Learn to leverage the power of Svelte to produce web applications that are efficient and fast. This project-oriented book simplifies creating sites using Svelte from start to finish, with little more than a text editor and familiar languages such as HTML, CSS, and JavaScript. It equips you with a starting toolset that you can use to develop future projects, incorporate into your existing workflow, and allow you to take your websites to the next level.
Practical Svelte is an excellent resource for getting acquainted with creating and manipulating websites or online applications using a component framework approach. It takes the view that we don’t have to create something complex and unwieldy. We can build something quickly, using less code than some of its competitors, and extend it using the power of the API and plugins over time, without sacrificing speed or features.",https://drive.google.com/open?id=1E0uvcr4wurPFWGzhSSGxFgAcJgUaSEWT
Docs for Developers,"Jared Bhatti , Sarah Corleissen , Jen Lambourne , David Nunez , Heidi Waterhouse",Apress,978-1-4842-7216-9,تكنولوجيا,ورقي,انكليزي,2021,مبرمجين,225,لا,1,1,45,"Learn to integrate programming with good documentation. This book teaches you the craft of documentation for each step in the software development lifecycle, from understanding your users’ needs to publishing, measuring, and maintaining useful developer documentation.

Well-documented projects save time for both developers on the project and users of the software. Projects without adequate documentation suffer from poor developer productivity, project scalability, user adoption, and accessibility. In short: bad documentation kills projects. 

Docs for Developers demystifies the process of creating great developer documentation, following a team of software developers as they work to launch a new product. At each step along the way, you learn through examples, templates, and principles how to create, measure, and maintain documentation—tools you can adapt to the needs of your own organization.",https://drive.google.com/open?id=1ENw5Y8_6-f1N_iPG9-XCB0ExjUNDvNoL
PHP 8 Solutions,David Powers,Apress,978-1-4842-7140-7,تكنولوجيا,ورقي,انكليزي,2022,مبرمجين,558,لا,1,5,60,"Make your websites more dynamic by adding a feedback form, creating a private area where members can upload images that are automatically resized, or storing all your content in a database. David Powers has updated his definitive book to incorporate the latest techniques and changes to PHP with the arrival of PHP 8. New features include named attributes, constructor property promotion, the stricter and more concise match expression, union types, and more.​

The problem is, you're not a programmer and the thought of writing code sends a chill up your spine. Or maybe you've dabbled a bit in PHP and MySQL, but you can't get past baby steps. If this describes you, then you've just found the right book. PHP powers four out of every five websites that use a server-side language. In combination with the MySQL database it’s ideal for creating dynamic websites. PHP and MySQL are free, easy to use, and provided by many web hosting companies in their standard packages. This book also covers MariaDB, a seamless replacement for MySQL that has been adopted on many web servers.",https://drive.google.com/open?id=1ZdoETFsn-WcQNqM0hNbcISTQs-DkKdMi
jQuery Recipes,Bintu Harwani,Apress,978-1-4842-7304-3,تكنولوجيا,الكتروني,انكليزي,2022,مبرمجين,676,لا,1,2,13,"Quickly discover solutions to common problems, best practices you can follow, and everything jQuery has to offer. Using a problem-solution approach, this book begins with small initial problems that developers typically face while working with jQuery, and gradually goes deeper to explore more complex problems. The solutions include illustrations and clear, concise explanations of the code.

You will learn to traverse and manipulate the DOM effectively, understand how to use arrays, iteration, the event model, and implement animation and visual effects. You'll explore how to use plugins and CSS. Using this book and jQuery, your web sites will be more dynamic and lively. This fully updated second edition teaches you modern jQuery techniques including how to traverse and manipulate the DOM, understand the event model, implement animation, and use sliding effects. 

jQuery Recipes, Second Edition shows you how to avoid wasting development time and solve problems you may face. It is an invaluable reference to keep by your side as you progress in your jQuery development. Start becoming a jQuery pro with jQuery Recipes today.",https://drive.google.com/open?id=16ncSknp2G1RFPu4OU_kbTqTJ4RL6RkNg
Android Apps Security,Sheran Gunasekera,Apress,978-1-4842-1681-1,تكنولوجيا,ورقي,انكليزي,2021,مبرمجين,294,لا,1,2,44,"Gain the information you need to design secure, useful, high-performing apps that expose end-users to as little risk as possible. This book shows you how to best design and develop Android apps with security in mind: explore concepts that you can use to secure apps and how you can use and incorporate these security features into your apps.

What You Will Learn

Identify data that should be secured
Use the Android APIs to ensure confidentiality and integrity of data
Build secure apps for the enterprise
Implement Public Key Infrastructure and encryption APIs in apps
Master owners, access control lists, and permissions to allow user control over app properties
Manage authentication, transport layer encryption, and server-side security

Who This Book Is For

Experienced Android app developers.",https://drive.google.com/open?id=12CVgtb6Y3J1sSQWjxPKM50tyCSW7xpbH
UX for XR,Cornel Hillmann,Apress,978-1-4842-7019-6,تكنولوجيا,ورقي,انكليزي,2021,مبرمجين,255,لا,1,1,34,"Extending traditional digital platforms to the new frontier of extended reality (XR) requires taking into account what best practices, new concepts, and conventions have been established and what learnings can be brought forward from case studies involving industry leaders. By looking at practical examples from the field of handheld AR breakthroughs, virtual reality (VR) success stories and experimental interaction concept of pioneering XR platforms, you'll see how it's possible to map out a framework of user experience (UX) guidelines to close in on opportunities and challenges that lay ahead.

This book defines, identifies, and analyzes UX practices for XR environments and reviews the techniques and tools for prototyping and designing XR user interactions. You'll approach the design for experiential state and spatial cognition, using established UX key performance indicators, while taking into account the social dynamics, emotional framework and wider industry context.",https://drive.google.com/open?id=16l-FFOe57kVpE_RVeodBiz4GTF5_Vmd0
river,margaret rumer,Willey,48672750,هندسة,ورقي,انكليزي,1997,عامة الناس,500,نعم,7,5,60,amazing,https://drive.google.com/open?id=1VvN4sIhtR75_4mCcs6XTsxS7tHn7WELv
Sprayan security,Mohamed Shejho,Ray pub (دار شعاع),14050,تكنولوجيا,ورقي,عربي,2023,مبرمجين,432,نعم,4,5,7,Special,https://drive.google.com/open?id=1l1e0vkz8zEb5CDNZGS29462SSR4GIebp
Python Machine Learning By Example,Yuxi (Hayden) Liu,Apress, ISBN-13: 978-1783553112,تكنولوجيا,الكتروني,انكليزي,2017,مبرمجين,332,لا,1,1,22,"This book will explore machine learning using the Python programming language, and provides many practical examples and use cases to enhance reader understanding. The book also introduces topics such as decision trees, factor analysis, and deep learning, and uses the pandas library and charting library to analyze data and visualize results.",https://drive.google.com/open?id=17JNIrN-zcgVDHlbc-06y6-awxOD936EN
Pro Docker,Deepak Vohra,Apress,ISBN-13: 978-1484218829,تكنولوجيا,الكتروني,انكليزي,2016,مبرمجين,424,لا,1,1,26,"This book talks about how to use Docker technology in software development, how to build images, run containers, work with Docker Hub, Docker Swarm services, and more. The book also explains the concepts of Docker in detail and shows how to get the most out of this technology. The book also covers how to create and run multiple applications between multiple containers and use Docker Compose to manage these applications.",https://drive.google.com/open?id=1tH5zfk-cP6Nm8UIshp9-UVDvV9-bX5ho
R2DBC Revealed,Robert Hedgpeth,Apress,0,هندسة,الكتروني,انكليزي,2021,مبرمجين,212,لا,1,1,12.99,"Reactive Relational Database Connectivity for Java and JVM Programmers

",https://drive.google.com/open?id=1GvUIA9LCvkCS-24ATe4kcXL8_lTuV-S-
The Definitive Guide to ARM® Cortex®-M3 and Cortex®-M4 Processors,Joseph Yiu,Apress,ISBN-13: 978-0124080829,تكنولوجيا,الكتروني,انكليزي,2013,مبرمجين,864,نعم,1,1,50,"This book explains the concepts and fundamentals of the ARM Cortex-M3 and Cortex-M4 processors, and comprehensively covers all the new features and features introduced in these processors. The book also presents practical applications for designing and programming microsystems using these processors, while analyzing many examples and common problems that users may encounter. Featuring an easy-to-follow explanation, this book is a comprehensive guide for those interested in designing and programming microsystems using ARM Cortex-M3 and Cortex-M4 processors.",https://drive.google.com/open?id=1faV58mgT1YkFioWfA5n8PwqaxyNmGcZo
PostgreSQL Query Optimization,"Henrietta Dombrovskaya , Boris Novikov , Anna Bailliekova",Apress,0,هندسة,الكتروني,انكليزي,2021,مبرمجين,319,نعم,2,2,12.99,"The Ultimate Guide to Building Efficient Queries

",https://drive.google.com/open?id=1hMqupWqpqwinYwBFqs3MDm98rmOORt51
Python for Finance: Mastering Data-Driven FinancePython for Finance: Mastering Data-Driven Finance,Yuxing Yan,Apress,ISBN-13: 978-1484203357,تكنولوجيا,الكتروني,انكليزي,2014,مبرمجين,368,لا,1,1,40,"This book provides a comprehensive guide to using Python for finance and data analysis. The author explains how to use Python libraries and tools to perform various tasks in finance, such as portfolio optimization, risk management, and trading strategy backtesting. The book covers a wide range of topics, including data handling, visualization, and machine learning. It also includes practical examples and exercises to help readers apply what they learn. The book is suitable for anyone with a basic understanding of Python and an interest in finance and data analysis.",https://drive.google.com/open?id=1cQuOjW6AOou-n0UKabRquCBB0-ldH3k-
MongoDB Performance Tuning,"Guy Harrison , Michael Harrison",Apress,0,هندسة,الكتروني,انكليزي,2021,مبرمجين,343,نعم,3,1,12.99,"Optimizing MongoDB Databases and their Applications

",https://drive.google.com/open?id=1M1LKayi7c3nfS1GO9g0fx4aSCUPnAffM
"Mastering Blockchain: Distributed ledger technology, decentralization, and smart contracts explained, 2nd Edition", Imran Bashir,Apress,ISBN-13: 978-1484255699,تكنولوجيا,الكتروني,انكليزي,2019,مبرمجين,541,لا,1,2,50,"This book provides a comprehensive introduction to blockchain technology, covering its history, evolution and real-world use cases. The author explains the technical concepts behind blockchain, such as distributed ledgers, cryptography, consensus algorithms and smart contracts, and demonstrates how they can be applied to create secure and decentralized systems. The book covers various blockchain platforms, including Bitcoin, Ethereum, and Hyperledger Fabric. It also includes practical examples and exercises to help readers apply what they learn. The book is suitable for anyone interested in learning about blockchain technology, regardless of their technical background.",https://drive.google.com/open?id=1_WOQ0RZQeAp5G9HWmCixhj268faWTN9I
Beginning T-SQL,"Kathi Kellenberger , Lee Everest",Apress,0,هندسة,الكتروني,انكليزي,2021,مبرمجين,706,نعم,4,4,12.99,"A Step-by-Step Approach

",https://drive.google.com/open?id=1ROUB0Kdd8Xge6tgst5gVGxm0zMj3nEZb
Machine Learning for Oracle Database Professionals,"Heli Helskyaho , Jean Yu , Kai Yu",Apress,0,هندسة,الكتروني,انكليزي,2021,مبرمجين,289,نعم,5,5,12.99,"Deploying Model-Driven Applications and Automation Pipelines

",https://drive.google.com/open?id=1h3DpXtFf53wvL4g_Az7RRrhHzv7e5d5A
Azure Data Factory by Example,Richard Swinbank,Apress,0,هندسة,الكتروني,انكليزي,2021,مبرمجين,335,نعم,6,6,12.99,"Practical Implementation for Data Engineers

",https://drive.google.com/open?id=1hsWRHoho5QNvQ7ToXPe2kj72z2w3b77S
Expert Oracle Database Architecture,"Darl Kuhn , Thomas Kyte",Apress,0,هندسة,الكتروني,انكليزي,2022,مبرمجين,1123,نعم,7,7,12.99,"Techniques and Solutions for High Performance and Productivity

",https://drive.google.com/open?id=1B2TfMVWHqdPvdLlX7rlKr9LKUs_oufRq
Beginning jOOQ,Tayo Koleoso,Apress,0,هندسة,الكتروني,انكليزي,2022,مبرمجين,214,نعم,8,8,12.99,"Learn to Write Efficient and Effective Java-Based SQL Database Operations

",https://drive.google.com/open?id=1VObaZRc9_ZXuUtwA_XvTH619HtSs9BVp
Decoupled Django,Valentino Gagliardi,Apress,1111,هندسة,الكتروني,انكليزي,2021,مبرمجين,236,نعم,1,1,12.99,"Understand and Build Decoupled Django Architectures for JavaScript Front-ends

",https://drive.google.com/open?id=13eN-g2EJCHdkXjdLmUBufcWRfaKuPLGD
Python Data Analytics,Fabio Nelli,Apress,1111,هندسة,الكتروني,انكليزي,2018,مبرمجين,569,نعم,6,6,12.99,"With Pandas, NumPy, and Matplotlib

",https://drive.google.com/open?id=10MSGGA-uksM8osaJP9aArUBGxrmiDxuo
Artificial investment of sensors using a personal computer,hasan mosaa,Ray pub (دار شعاع),20007,تكنولوجيا,الكتروني,عربي,1998,مبرمجين,488,نعم,1,7,5.5,"This book explains the so-called sensors or sensors or sensors and includes: - An introduction to measurement systems. Signal processing. filters. Noise reduction technologies. - Interconnection with IBM PC computer lanes. - Counters and timers. - DAC and ADC signal converters. Serial linkage. – RS-232C, RS-423A, RS-485 and RS-422A. Multi-purpose connecting lanes. - Designing systems for connecting the most important types of sensors with the computer. Data collection systems (data). - Data analysis using LabVIEW and LabWINDOWS. Important industrial applications. And several important practical appendices.",https://drive.google.com/open?id=1NpHGSYJt81_3V-14lHZJBWTnIin5IVWX
 Teach Like a Champion ,Jossey-Bass,Willey,978-1-119-90367-3,تربية,الكتروني,انكليزي,2023,عامة الناس,416,نعم,1,1,18,"Field-tested activities incorporating the lessons from Teach Like a Champion 3.0
Over 25 keystone videos, complete with analysis, from example classrooms and educators
Strategies for creating the most vibrant classroom culture
Insights on using video as a t...",https://drive.google.com/open?id=1B1a58zdzOCX1qIKUjfc7rAwBVsvYwrZk
 First Class Teaching,Jossey-Bass,Willey,978-1-119-98490-0,تربية,الكتروني,انكليزي,2023,عامة الناس,208,نعم,1,1,18,"The go-to book for new teachers who need practical strategies, not textbook theory",https://drive.google.com/open?id=1HJqA-INZE698EgObU9gL5iHmI-pDes88
Pro React, Cassio de Sousa Antonio,Apress,ISBN-13: 978-1484244501,تكنولوجيا,الكتروني,انكليزي,2019,اقتصاديين,546,نعم,1,4,45,"This book is a comprehensive guide to learning React, a JavaScript library for building web applications. The author covers the fundamentals of React, including components, props, state, and lifecycle methods, as well as more advanced topics such as Redux, React Router, and server-side rendering. The book also includes practical examples and exercises to help readers apply what they learn. The book is suitable for web developers with a basic understanding of HTML, CSS, and JavaScript who want to learn how to build web applications using React",https://drive.google.com/open?id=1PTNxa3rQjjYkyhkMbvtF-_oz6V0-AuSC
